
2020-02-29 22:31:11,0
2020-02-29 22:31:26,87
2020-02-29 22:31:41,94
2020-02-29 22:31:56,85
2020-02-29 22:32:11,77
2020-02-29 22:32:26,77
2020-02-29 22:32:43,67
2020-02-29 22:32:56,69
2020-02-29 22:33:11,68
2020-02-29 22:33:26,71
2020-02-29 22:33:41,73
2020-02-29 22:33:56,77
2020-02-29 22:34:11,81
2020-02-29 22:34:26,76
2020-02-29 22:34:41,79
2020-02-29 22:34:56,80
2020-02-29 22:35:11,80
2020-02-29 22:35:26,80
2020-02-29 22:35:41,82
2020-02-29 22:35:56,85
2020-02-29 22:36:11,88
2020-02-29 22:36:26,89
2020-02-29 22:36:41,97
2020-02-29 22:36:56,93
2020-02-29 22:37:11,93
2020-02-29 22:37:26,91
2020-02-29 22:37:41,95
2020-02-29 22:37:56,96
2020-02-29 22:38:11,95
2020-02-29 22:38:26,93
2020-02-29 22:38:41,91
2020-02-29 22:38:56,94
2020-02-29 22:39:11,97
2020-02-29 22:39:26,96
2020-02-29 22:39:41,99
2020-02-29 22:39:57,105
2020-02-29 22:40:12,105
2020-02-29 22:40:12,105
2020-02-29 22:40:27,48
2020-02-29 22:40:27,48
2020-02-29 22:40:42,53
2020-02-29 22:40:42,53
2020-02-29 22:41:12,62
2020-02-29 22:41:12,63
2020-02-29 22:41:12,69
2020-02-29 22:41:13,70
2020-02-29 22:41:27,70
2020-02-29 22:41:28,70
2020-02-29 22:41:42,72
2020-02-29 22:41:42,71
2020-02-29 22:41:57,73
2020-02-29 22:41:57,73
2020-02-29 22:42:12,70
2020-02-29 22:42:12,70
2020-02-29 22:42:27,70
2020-02-29 22:42:27,70
2020-02-29 22:42:42,75
2020-02-29 22:42:43,75
2020-02-29 22:42:57,74
2020-02-29 22:42:57,74
2020-02-29 22:43:12,72
2020-02-29 22:43:12,72
2020-02-29 22:43:27,75
2020-02-29 22:43:27,75
2020-02-29 22:43:42,73
2020-02-29 22:43:42,73
2020-02-29 22:43:57,75
2020-02-29 22:43:58,75
2020-02-29 22:44:12,77
2020-02-29 22:44:12,76
2020-02-29 22:44:27,75
2020-02-29 22:44:27,75
2020-02-29 22:44:42,76
2020-02-29 22:44:42,76
