Timestamp,Rate
2/20/2020 20:55,87
2/20/2020 20:56,87
2/20/2020 20:56,89
2/20/2020 20:56,88
2/20/2020 20:56,91
2/20/2020 20:57,91
2/20/2020 20:57,93
2/20/2020 20:57,91
2/20/2020 20:57,91
2/20/2020 20:58,90
2/20/2020 20:58,85
2/20/2020 20:58,85
2/20/2020 20:58,94
2/20/2020 20:59,89
2/20/2020 20:59,90
2/20/2020 20:59,93
2/20/2020 20:59,90
2/20/2020 21:00,88
2/20/2020 21:00,86
2/20/2020 21:00,88
2/20/2020 21:00,90
2/20/2020 21:01,89
2/20/2020 21:01,87
2/20/2020 21:01,86
2/20/2020 21:01,104
2/20/2020 21:02,113
2/20/2020 21:02,94
2/20/2020 21:02,127
2/20/2020 21:02,127
2/20/2020 21:02,127
2/20/2020 21:03,86
2/20/2020 21:03,88
2/20/2020 21:03,92
2/20/2020 21:03,92
2/20/2020 21:03,93
2/20/2020 21:03,94
2/20/2020 21:03,89
2/20/2020 21:03,89
2/20/2020 21:04,116
2/20/2020 21:04,116
2/20/2020 21:04,96
2/20/2020 21:04,95
2/20/2020 21:04,88
2/20/2020 21:04,88
2/20/2020 21:04,93
2/20/2020 21:04,93
2/20/2020 21:05,88
2/20/2020 21:05,88
2/20/2020 21:05,80
2/20/2020 21:05,80
2/20/2020 21:05,82
2/20/2020 21:05,82
2/20/2020 21:05,84
2/20/2020 21:05,83
2/20/2020 21:06,93
2/20/2020 21:06,94
2/20/2020 21:06,90
2/20/2020 21:06,90
2/20/2020 21:06,89
2/20/2020 21:06,89
2/20/2020 21:06,88
2/20/2020 21:06,88
2/20/2020 21:07,87
2/20/2020 21:07,88
2/20/2020 21:07,86
2/20/2020 21:07,86
2/20/2020 21:07,80
2/20/2020 21:07,81
2/20/2020 21:07,86
2/20/2020 21:07,87
2/20/2020 21:08,87
2/20/2020 21:08,87
2/20/2020 21:08,80
2/20/2020 21:08,80
2/20/2020 21:08,88
2/20/2020 21:08,88
2/20/2020 21:08,88
2/20/2020 21:08,88
2/20/2020 21:09,85
2/20/2020 21:09,85
2/20/2020 21:09,85
2/20/2020 21:09,85
2/20/2020 21:09,87
2/20/2020 21:09,87
2/20/2020 21:09,84
2/20/2020 21:09,84
2/20/2020 21:10,89
2/20/2020 21:10,88
2/20/2020 21:10,92
2/20/2020 21:10,92
2/20/2020 21:10,87
2/20/2020 21:10,87
