Timestamp,Rate
2/20/2020 21:22,72
2/20/2020 21:22,73
2/20/2020 21:22,74
2/20/2020 21:23,78
2/20/2020 21:23,70
2/20/2020 21:23,76
2/20/2020 21:23,74
2/20/2020 21:24,78
2/20/2020 21:24,81
2/20/2020 21:25,81
2/20/2020 21:26,81
2/20/2020 21:26,81
2/20/2020 21:26,80
2/20/2020 21:26,81
2/20/2020 21:26,73
2/20/2020 21:26,72
2/20/2020 21:26,70
2/20/2020 21:26,69
2/20/2020 21:27,78
2/20/2020 21:27,85
2/20/2020 21:27,80
2/20/2020 21:27,84
2/20/2020 21:27,88
2/20/2020 21:27,95
2/20/2020 21:27,98
2/20/2020 21:27,97
2/20/2020 21:28,96
2/20/2020 21:28,101
2/20/2020 21:28,100
2/20/2020 21:28,93
2/20/2020 21:28,94
2/20/2020 21:28,92
2/20/2020 21:28,93
2/20/2020 21:28,95
2/20/2020 21:29,96
2/20/2020 21:29,93
2/20/2020 21:29,97
2/20/2020 21:29,100
2/20/2020 21:29,102
2/20/2020 21:29,105
2/20/2020 21:29,107
2/20/2020 21:29,104
2/20/2020 21:30,101
2/20/2020 21:30,98
2/20/2020 21:30,99
2/20/2020 21:30,102
2/20/2020 21:30,100
2/20/2020 21:30,101
2/20/2020 21:30,101
2/20/2020 21:30,102
2/20/2020 21:31,103
2/20/2020 21:31,105
2/20/2020 21:31,107
2/20/2020 21:31,113
2/20/2020 21:31,115
2/20/2020 21:31,115
2/20/2020 21:31,100
2/20/2020 21:31,96
2/20/2020 21:32,102
2/20/2020 21:32,104
2/20/2020 21:32,100
2/20/2020 21:32,100
2/20/2020 21:32,93
2/20/2020 21:32,90
2/20/2020 21:32,97
2/20/2020 21:32,100
2/20/2020 21:33,96
2/20/2020 21:33,89
2/20/2020 21:33,90
2/20/2020 21:33,93
2/20/2020 21:33,91
2/20/2020 21:33,89
2/20/2020 21:33,91
2/20/2020 21:33,92
2/20/2020 21:34,90
2/20/2020 21:34,94
2/20/2020 21:34,86
2/20/2020 21:34,83
2/20/2020 21:34,90
2/20/2020 21:34,90
2/20/2020 21:34,91
2/20/2020 21:34,89
2/20/2020 21:35,89
2/20/2020 21:35,94
2/20/2020 21:35,91
2/20/2020 21:35,91
2/20/2020 21:35,90
2/20/2020 21:35,95
2/20/2020 21:35,97
2/20/2020 21:35,99
2/20/2020 21:36,97
2/20/2020 21:36,99
2/20/2020 21:36,98
2/20/2020 21:36,97
2/20/2020 21:36,105
2/20/2020 21:36,110
2/20/2020 21:36,110
2/20/2020 21:37,89
2/20/2020 21:37,99
2/20/2020 21:37,90
2/20/2020 21:37,86
2/20/2020 21:38,86
2/20/2020 21:38,86
2/20/2020 21:38,84
2/20/2020 21:38,87
2/20/2020 21:39,88
2/20/2020 21:39,91
2/20/2020 21:39,93
2/20/2020 21:39,99
2/20/2020 21:40,96
2/20/2020 21:40,92
2/20/2020 21:40,77
2/20/2020 21:40,73
2/20/2020 21:41,73
2/20/2020 21:41,73
2/20/2020 21:41,73
2/20/2020 21:41,73
2/20/2020 21:42,73
